,number,title_x,whites,reds,blues,greens,yellows,magentas,blacks,overlaps,density,texture,drips,words,characters,loneliness,hiding,peace_and_harmony,knowledge_and_empathy,secrets,friendship,dreams,pride,art,crypto,questions,money,drink,profanity,weight,rank_whites,rank_reds,rank_blues,rank_greens,rank_yellows,rank_magentas,rank_blacks,rank_overlaps,rank_density,rank_texture,rank_drips,rank_words,rank_characters,rank_weight,days_since_0714,title_y,usd,date,image,correlation,log_usd
690,2799,Stood by my grave,0.340582,0.173961,0.175184,0.114495,0.101021,0.082964,0.011795,0.606197,0.701011,0.678355,0.481684,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.48,662,7843,9091,3187,6554,9969,4602,7615,9523,8414,6641,3458,3491,6587,412 days ago,Stood by my grave,8814,05/28/2022,2799,0.9065447741469356,9.084096645401932
691,2800,The milk of a ship,0.326397,0.180813,0.170986,0.123202,0.105487,0.080341,0.012774,0.456076,0.703345,0.626487,0.341965,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37,177,9636,8382,6433,8248,9910,5706,2668,9543,7102,1941,6140,4129,3545,702 days ago,The milk of a ship,9449,08/11/2021,2800,0.923999665495824,9.153664194782626
692,2802,To the west,0.358832,0.162265,0.159556,0.129492,0.103412,0.070602,0.015841,0.28203,0.339262,0.60492,0.421713,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,2230,2101,5195,8252,7569,6843,8448,154,1645,6432,4539,1077,687,9001,368 days ago,To the west,9900,07/11/2022,2802,0.8982546524737208,9.20029003612268
693,2805,I fell for the mavens,0.372275,0.165374,0.161029,0.118292,0.097079,0.072658,0.013292,0.445624,0.61524,0.547366,0.306301,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,4412,3420,5683,4621,4375,8047,6214,2349,8446,4512,1096,6140,5917,7243,357 days ago,I fell for the mavens,9432,07/22/2022,2805,0.9127359367458076,9.151863442217207
694,2809,They’ve watched you bleed,0.37338,0.17835,0.165388,0.105623,0.089369,0.073282,0.014608,0.551681,0.486895,0.594682,0.5597,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.27,4598,9246,7022,769,898,8345,7524,5965,4885,6063,8587,6140,7791,8441,711 days ago,They’ve watched you bleed,9227,08/02/2021,2809,0.8815696625201183,9.129889247578555
695,2815,Up to their bank,0.344358,0.18534,0.174463,0.114645,0.100007,0.071905,0.009282,0.629493,0.682488,0.749986,0.563978,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,877,9932,8987,3239,6043,7642,2501,8181,9375,9454,8672,3458,2877,9308,516 days ago,Up to their bank,11890,02/13/2022,2815,0.9064349953034582,9.383452989684827
696,2829,Been sick and tired of telling you,0.370418,0.168355,0.157912,0.114924,0.101529,0.073799,0.013062,0.483549,0.60125,0.560447,0.378429,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.28,4108,5010,4603,3346,6784,8570,5977,3524,8189,4941,3028,9152,9642,8457,78 days ago,Been sick and tired of telling you,3917,04/27/2023,2829,0.8991781094257755,8.27308133366583
697,2831,It was never mine,0.359702,0.168058,0.166688,0.113649,0.100746,0.07729,0.013866,0.624081,0.652355,0.612635,0.354999,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.03,2347,4814,7383,2901,6421,9593,6824,8062,9040,6676,2308,3458,3491,1239,557 days ago,It was never mine,19856,01/03/2022,2831,0.9130662255139094,9.896261507444388
698,2832,Where we go,0.335884,0.178913,0.182591,0.121241,0.096471,0.074401,0.010499,0.612041,0.585562,0.656305,0.494934,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.66,421,9351,9708,5732,3994,8803,3398,7792,7821,7913,7067,1077,687,4275,39 days ago,Where we go,3711,06/05/2023,2832,0.9211240452928602,8.219056661060598
699,2842,Take him down,0.359176,0.175949,0.170956,0.118061,0.096265,0.0685,0.011091,0.640926,0.582534,0.706023,0.685417,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.16,2276,8590,8374,4522,3883,5542,3936,8406,7743,8932,9784,1077,1339,8230,712 days ago,Take him down,7648,08/01/2021,2842,0.9347032688631852,8.942199454731238
700,2845,My spirit's immortal,0.380755,0.179994,0.16255,0.106841,0.086942,0.072156,0.010762,0.356145,0.564934,0.699743,0.629918,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.11,5877,9515,6159,979,501,7778,3633,646,7299,8828,9454,3458,5346,5494,437 days ago,My spirit's immortal,9221,05/03/2022,2845,0.9133910195866356,9.129238770539141
701,2850,First time,0.382048,0.167293,0.16361,0.104694,0.091224,0.074885,0.016246,0.661799,0.413617,0.577103,0.553819,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.77,6092,4402,6497,617,1400,8966,8695,8770,2883,5478,8494,167,459,4569,406 days ago,First time,10577,06/03/2022,2850,0.9216269078124436,9.266437111328052
702,2855,Paint this romantic letter,0.362489,0.169509,0.167504,0.113551,0.098045,0.0722,0.016703,0.627182,0.499998,0.641291,0.617051,4,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.11,2769,5652,7585,2860,4934,7809,8940,8126,5302,7530,9350,3458,8142,5494,683 days ago,Paint this romantic letter,98268,08/30/2021,2855,0.9333589514476328,11.495453719058188
703,2856,Bring me out with you,0.37716,0.170595,0.166525,0.111553,0.089701,0.070292,0.014173,0.468682,0.582819,0.613957,0.561071,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87,5274,6257,7344,2183,965,6644,7092,3036,7753,6721,8610,6140,5917,7538,699 days ago,Bring me out with you,11350,08/14/2021,2856,0.9239065326627072,9.336973022909548
704,2859,Fly through the sky,0.369815,0.1739,0.167338,0.108078,0.096044,0.071054,0.013771,0.508094,0.560954,0.540901,0.49062,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76,3999,7819,7541,1238,3762,7120,6733,4367,7186,4280,6947,3458,4761,4547,428 days ago,Fly through the sky,6343,05/12/2022,2859,0.9208245622143024,8.755107121633896
705,2866,Lady kneels for me,0.336759,0.184018,0.177803,0.123469,0.095116,0.0725,0.010334,0.550161,0.662908,0.679221,0.581694,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57,455,9890,9380,6528,3237,7954,3277,5919,9166,8436,8930,3458,4129,6833,677 days ago,Lady kneels for me,45302,09/05/2021,2866,0.9330419092624096,10.721106460606913
706,2869,Couldn't ever lay it down,0.352189,0.169848,0.173529,0.119007,0.096217,0.07787,0.011339,0.57219,0.609741,0.634714,0.459164,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77,1504,5866,8828,4893,3855,9684,4158,6638,8366,7343,5879,8063,7791,9180,702 days ago,Couldn't ever lay it down,10421,08/11/2021,2869,0.9036426363898332,9.251578279992428
707,2876,Such an overused sentiment,0.346865,0.176358,0.176766,0.11793,0.096985,0.073429,0.011667,0.422404,0.562048,0.600893,0.613459,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.41,1059,8717,9272,4471,4308,8412,4468,1757,7219,6289,9318,3458,8142,1727,528 days ago,Such an overused sentiment,13633,02/01/2022,2876,0.9254164398158292,9.520248603186129
708,2877,A warm dream,0.366638,0.174199,0.164563,0.112257,0.090812,0.074525,0.017005,0.57486,0.38099,0.631609,0.67735,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.34,3448,7932,6796,2413,1263,8847,9077,6718,2255,7255,9744,1077,977,6189,367 days ago,A warm dream,9056,07/12/2022,2877,0.9005252453393047,9.111182800442965
709,2878,With the jam and the laughter,0.380505,0.1676,0.165968,0.111387,0.087641,0.072669,0.01423,0.879578,0.509974,0.673044,0.576828,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.94,5830,4552,7195,2130,589,8055,7155,9963,5625,8306,8857,8063,8904,5006,710 days ago,With the jam and the laughter,9920,08/03/2021,2878,0.9096817968506012,9.20230820027892
710,2880,And we got to start laughing,0.374733,0.16728,0.169569,0.110725,0.095358,0.0768,0.005535,0.580343,0.519041,0.559988,0.477429,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57,4821,4396,8074,1938,3358,9503,662,6907,5956,4929,6519,8063,8709,6833,358 days ago,And we got to start laughing,6575,07/21/2022,2880,0.8990575553673789,8.791029857045965
711,2884,A promise,0.395633,0.174624,0.159583,0.106196,0.085269,0.069003,0.009693,0.32977,0.540587,0.655656,0.449602,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.42,8219,8124,5209,863,348,5861,2779,393,6602,7894,5543,167,278,6421,587 days ago,A promise,20000,12/04/2021,2884,0.8783364688463473,9.903487552536127
712,2895,A couple days ago,0.376686,0.173223,0.166825,0.106289,0.092654,0.072366,0.011958,0.595992,0.523326,0.580351,0.443719,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.64,5183,7532,7414,879,1916,7902,4783,7356,6085,5593,5316,3458,3491,9708,670 days ago,A couple days ago,23500,09/12/2021,2895,0.8730215042662307,10.06475570013225
713,2900,Just to pull the strings,0.39027,0.169857,0.164375,0.109546,0.093923,0.066527,0.005501,0.635669,0.550779,0.450424,0.38008,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.87,7463,5872,6743,1596,2564,4316,641,8295,6892,1705,3078,6140,7433,2463,546 days ago,Just to pull the strings,17045,01/14/2022,2900,0.885786633817067,9.743612184572003
714,2902,Poor situation,0.366714,0.172944,0.168657,0.117086,0.093095,0.074807,0.006697,0.555659,0.430408,0.382133,0.460445,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.62,3465,7410,7860,4140,2125,8941,1180,6091,3264,700,5923,167,1761,27,558 days ago,Poor situation,20264,01/02/2022,2902,0.9305358435375976,9.916601191681512
715,2910,When the world dies,0.353076,0.180555,0.179053,0.11395,0.095496,0.071411,0.006458,0.553682,0.593784,0.561532,0.311131,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84,1585,9594,9491,2994,3425,7348,1071,6030,8032,4971,1179,3458,4761,7480,655 days ago,When the world dies,27000,09/27/2021,2910,0.9159101824125988,10.203592144986466
716,2914,Beneath the crack of wind,0.341229,0.17655,0.18144,0.117121,0.096515,0.076077,0.011068,0.574811,0.571825,0.677943,0.532391,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,694,8776,9643,4156,4028,9331,3899,6715,7480,8408,8064,6140,7791,2929,140 days ago,Beneath the crack of wind,5559,02/24/2023,2914,0.9255645698063808,8.62317351495347
717,2917,A light that is broken,0.399139,0.167246,0.16913,0.101988,0.08911,0.068343,0.005044,0.653728,0.380611,0.482084,0.48491,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.25,8668,4370,7974,280,842,5443,429,8636,2251,2434,6754,6140,6464,1502,698 days ago,A light that is broken,26835,08/15/2021,2917,0.8895593742775778,10.197462284610928
718,2918,Life,0.337788,0.177553,0.169367,0.131355,0.095087,0.076396,0.012454,0.541435,0.562627,0.604703,0.51141,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92,512,9080,8024,8674,3216,9416,5336,5606,7235,6422,7547,1,6,4961,668 days ago,Life,150000,09/14/2021,2918,0.937202905662265,11.918390573078392
719,2920,That's what my mother is,0.373141,0.166444,0.1576,0.118589,0.098824,0.073071,0.01233,0.495498,0.645907,0.566805,0.322374,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,4556,3971,4486,4739,5387,8239,5200,3916,8939,5129,1439,8063,7433,6070,482 days ago,That's what my mother is,12388,03/19/2022,2920,0.8930237136848457,9.424483541093094
720,2922,"Fools, idiots and bunnies",0.349439,0.179124,0.174606,0.120166,0.093569,0.072304,0.010794,0.585292,0.670039,0.722766,0.522734,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.74,1266,9385,9001,5335,2371,7872,3661,7054,9243,9148,7839,3458,7791,9158,559 days ago,"Fools, idiots and bunnies",19300,01/01/2022,2922,0.9155554790642424,9.867860374892977
721,2925,While I lay lying there,0.36654,0.163887,0.161294,0.121614,0.097399,0.074584,0.014682,0.39392,0.53471,0.553563,0.341172,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,3432,2721,5775,5857,4577,8866,7591,1222,6441,4719,1912,6140,6953,3490,411 days ago,While I lay lying there,9508,05/29/2022,2925,0.9210734092556242,9.159888828480085
722,2932,Good. Hand in hand with dreams,0.378425,0.165462,0.159549,0.115488,0.096176,0.070201,0.014699,0.487969,0.402033,0.507599,0.430896,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.69,5488,3462,5193,3556,3831,6584,7605,3665,2639,3177,4868,8063,9109,4359,333 days ago,Good. Hand in hand with dreams,6471,08/15/2022,2932,0.8849500815601447,8.775085935057266
723,2938,I feel so bad for you,0.340403,0.171758,0.163589,0.126873,0.1062,0.076765,0.014412,0.341271,0.766252,0.596527,0.348615,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07,655,6876,6489,7568,8444,9494,7334,481,9866,6131,2117,8063,5917,5383,699 days ago,I feel so bad for you,14848,08/14/2021,2938,0.937448465373446,9.605620455025981
724,2942,Tune your windows,0.40897,0.168294,0.158456,0.10762,0.083647,0.068233,0.00478,0.575009,0.448386,0.440873,0.399485,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.59,9473,4971,4801,1140,243,5378,302,6724,3754,1511,3763,1077,3491,1985,699 days ago,Tune your windows,12500,08/14/2021,2942,0.868974244046559,9.433483923290392
725,2946,She’s never a virgin,0.344502,0.176515,0.169479,0.126285,0.100755,0.071818,0.010647,0.598503,0.698565,0.775,0.6321,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.81,890,8764,8054,7391,6425,7583,3521,7423,9510,9634,9470,6140,5346,4671,534 days ago,She’s never a virgin,14009,01/26/2022,2946,0.9120644714597376,9.547455259196115
726,2948,Throwing a call in the wind,0.356157,0.171921,0.163374,0.122437,0.097095,0.075858,0.013158,0.460288,0.598529,0.562421,0.304317,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,1896,6959,6409,6152,4388,9270,6079,2791,8137,5001,1053,8063,8434,4115,394 days ago,Throwing a call in the wind,7132,06/15/2022,2948,0.9151941477567814,8.872346978983032
727,2952,These strange tears,0.379395,0.183363,0.157215,0.103578,0.095377,0.069432,0.011639,0.466915,0.508874,0.593169,0.515229,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.14,5658,9854,4344,459,3367,6147,4442,2988,5589,6018,7660,1077,4761,5592,81 days ago,These strange tears,4111,04/24/2023,2952,0.8867705215837661,8.321421586897879
728,2966,I’m not your boss,0.387936,0.164476,0.169619,0.108982,0.09192,0.070421,0.006647,0.807133,0.480506,0.631072,0.545471,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.34,7119,2989,8092,1450,1647,6728,1158,9884,4701,7232,8329,6140,3491,6189,698 days ago,I’m not your boss,29660,08/15/2021,2966,0.8893834354915728,10.297554615691922
729,2968,Calling the age out,0.392752,0.174236,0.165059,0.101267,0.091473,0.070259,0.004953,0.483763,0.40667,0.47918,0.567597,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.18,7814,7948,6929,223,1503,6620,387,3531,2734,2354,8719,3458,4761,5724,585 days ago,Calling the age out,15971,12/06/2021,2968,0.8779118141667619,9.67852985665631
730,2974,It gets you down,0.407935,0.165873,0.137137,0.104539,0.09702,0.07413,0.013366,0.466348,0.524774,0.561559,0.442534,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76,9419,3672,194,596,4329,8711,6287,2973,6133,4974,5280,3458,2877,4547,714 days ago,It gets you down,5450,07/30/2021,2974,0.8818730509666267,8.60337088765729
731,2978,The future from around here,0.352162,0.178608,0.17032,0.118373,0.095643,0.074695,0.010198,0.543872,0.660326,0.759387,0.715214,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.09,1500,9290,8249,4654,3526,8906,3170,5687,9133,9534,9859,6140,8434,5430,352 days ago,The future from around here,6745,07/27/2022,2978,0.9030955726893232,8.816556768641856
732,2979,There isn't time to sit down,0.371027,0.168744,0.161258,0.11426,0.093646,0.077366,0.013699,0.06648,0.738259,0.499558,0.076444,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,4222,5215,5766,3117,2419,9607,6654,4,9757,2936,2,9152,8709,8887,604 days ago,There isn't time to sit down,23000,11/17/2021,2979,0.8941586781903325,10.043249494911286
733,2980,Head to the news,0.33523,0.188719,0.173999,0.124167,0.096341,0.071256,0.010289,0.494894,0.690392,0.679396,0.514447,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.61,397,9983,8909,6752,3926,7252,3243,3896,9449,8439,7638,3458,2877,4138,675 days ago,Head to the news,46950,09/07/2021,2980,0.9201327570401394,10.75683848463641
734,2988,I’ll start another job,0.329961,0.187101,0.174966,0.120739,0.103218,0.074384,0.00963,0.666581,0.808223,0.746599,0.532981,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.15,233,9969,9064,5543,7487,8795,2736,8846,9950,9429,8075,6140,6464,1381,685 days ago,I’ll start another job,40000,08/28/2021,2988,0.926949516699328,10.596634733096073
735,2996,I'm afraid she’d go,0.359704,0.170575,0.170998,0.109154,0.098748,0.078966,0.011855,0.181181,0.596818,0.543502,0.37267,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.83,2348,6245,8387,1497,5338,9816,4673,30,8096,4373,2837,8063,4761,2390,680 days ago,I'm afraid she’d go,46500,09/02/2021,2996,0.9084612018434652,10.747207591575448
736,3002,Another journey through the night,0.372237,0.163112,0.172101,0.108495,0.094275,0.076463,0.013318,0.548831,0.489904,0.6349,0.493969,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,4405,2407,8601,1336,2759,9432,6232,5870,4981,7345,7040,6140,9524,4903,352 days ago,Another journey through the night,7900,07/27/2022,3002,0.8915251697864025,8.974618038455112
737,3011,How fucking nice you sound,0.353598,0.172503,0.174211,0.113252,0.103153,0.073619,0.009663,0.742902,0.64138,0.754342,0.542507,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.6,1633,7219,8942,2738,7457,8496,2754,9651,8872,9492,8276,6140,8142,9978,161 days ago,How fucking nice you sound,4300,02/03/2023,3011,0.8859308990412487,8.366370301681654
738,3014,So what about them?,0.362896,0.164481,0.174221,0.116111,0.094062,0.071005,0.017224,0.41914,0.41326,0.566199,0.460424,4,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.23,2828,2995,8945,3784,2655,7088,9156,1680,2875,5112,5922,3458,4761,5863,691 days ago,So what about them?,35582,08/22/2021,3014,0.891076120085265,10.47959517099472
739,3015,Snakes likes bibbles,0.352614,0.173158,0.183031,0.11276,0.0917,0.076124,0.010613,0.447762,0.419909,0.556019,0.652044,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.17,1542,7505,9732,2579,1567,9342,3495,2411,3026,4807,9606,1077,5346,5695,714 days ago,Snakes likes bibbles,6969,07/30/2021,3015,0.9050027625799058,8.84922702143852
740,3017,I’m leaving it at home,0.365915,0.17362,0.171491,0.111115,0.098024,0.070628,0.009207,0.426365,0.543485,0.635091,0.568551,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.94,3333,7700,8483,2042,4921,6863,2462,1863,6697,7356,8738,8063,6464,5006,698 days ago,I’m leaving it at home,34720,08/15/2021,3017,0.912837792502938,10.455071168774287
741,3018,The drummer can hardly get,0.359132,0.173931,0.176794,0.115972,0.093321,0.070873,0.009977,0.534905,0.488344,0.614587,0.590284,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.04,2267,7836,9274,3730,2230,7011,2990,5376,4936,6741,9040,6140,8142,1255,661 days ago,The drummer can hardly get,26000,09/21/2021,3018,0.9098565277814789,10.165851817003619
742,3022,Called your child,0.36881,0.166065,0.172734,0.115844,0.098213,0.072568,0.005766,0.52735,0.328889,0.671239,0.62029,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,3831,3768,8708,3676,5038,7999,775,5099,1528,8251,9377,1077,3491,3311,452 days ago,Called your child,10105,04/18/2022,3022,0.9120343695425208,9.22078562983772
743,3024,I'm going out for a dance,0.413273,0.156965,0.143457,0.101938,0.099269,0.071719,0.013379,0.468435,0.451408,0.65465,0.523772,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.89,9671,975,770,273,5646,7532,6299,3025,3841,7865,7861,9152,7791,9925,682 days ago,I'm going out for a dance,52750,08/31/2021,3024,0.8754853923830016,10.873319051338314
744,3028,Rakes in the rain,0.388342,0.161169,0.170244,0.106887,0.090377,0.070289,0.01269,0.713198,0.325223,0.680002,0.628252,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,7188,1785,8239,991,1125,6640,5612,9440,1491,8452,9437,3458,3491,1481,698 days ago,Rakes in the rain,18909,08/15/2021,3028,0.8829197723141824,9.84739327818122
745,3030,I still feel pity,0.378436,0.161804,0.16395,0.114019,0.09427,0.076208,0.011314,0.561911,0.474019,0.638764,0.469669,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,5490,1951,6616,3033,2756,9367,4130,6306,4489,7470,6252,3458,3491,2322,213 days ago,I still feel pity,4497,12/13/2022,3030,0.8824463093670826,8.411165786770708
746,3038,Watching us fall,0.385055,0.177496,0.166701,0.104785,0.087733,0.068005,0.010224,0.400305,0.417459,0.620717,0.540733,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.74,6636,9062,7386,635,604,5238,3187,1331,2963,6918,8244,1077,2877,4482,546 days ago,Watching us fall,21670,01/14/2022,3038,0.9020530760915954,9.983684094530405
747,3043,Please please let me ride,0.398885,0.171555,0.16057,0.106157,0.084793,0.069262,0.008777,0.567026,0.498029,0.558593,0.617688,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,8632,6771,5524,852,317,6031,2214,6471,5239,4885,9358,6140,7791,606,713 days ago,Please please let me ride,8571,07/31/2021,3043,0.8943646685423556,9.056139690898883
748,3045,Live your life,0.389469,0.174871,0.161847,0.105314,0.088768,0.071383,0.008348,0.521045,0.545683,0.671565,0.486307,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.83,7349,8211,5943,713,775,7328,1971,4859,6758,8261,6810,1077,1761,2390,574 days ago,Live your life,14000,12/17/2021,3045,0.8900694042002144,9.546812608597396
749,3049,Hang in there and stick by me,0.393567,0.16612,0.167998,0.101517,0.09384,0.073036,0.003921,0.813994,0.396763,0.604221,0.432419,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41,7928,3808,7711,246,2533,8219,92,9893,2541,6404,4941,9152,8904,647,713 days ago,Hang in there and stick by me,9000,07/31/2021,3049,0.891524617395305,9.104979856318357
750,3056,What he will do,0.40194,0.163145,0.165518,0.102128,0.09452,0.06806,0.004689,0.556645,0.448923,0.49518,0.382778,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36,8933,2425,7062,297,2894,5275,272,6126,3767,2799,3158,3458,2291,6245,353 days ago,What he will do,8069,07/26/2022,3056,0.8937733539780894,8.995784837848506
751,3062,Feel it grow empty,0.346797,0.174111,0.173778,0.121175,0.096695,0.078507,0.008937,0.585137,0.454751,0.672774,0.534284,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.21,1053,7899,8872,5704,4125,9774,2299,7048,3933,8297,8109,3458,4129,3169,540 days ago,Feel it grow empty,14886,01/20/2022,3062,0.8983949228897314,9.608176452919857
752,3063,Born without a word,0.329163,0.178932,0.182107,0.120633,0.102743,0.0766,0.009822,0.707276,0.688983,0.887153,0.581149,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15,222,9353,9677,5506,7295,9458,2882,9387,9434,9971,8923,3458,4761,8204,420 days ago,Born without a word,8543,05/20/2022,3063,0.9186275661121026,9.052867513151618
753,3064,Memories fly,0.36755,0.165756,0.171347,0.113998,0.096321,0.073993,0.011034,0.640962,0.595378,0.595145,0.447482,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.71,3599,3615,8454,3020,3917,8658,3868,8408,8069,6083,5463,167,977,2183,496 days ago,Memories fly,11000,03/05/2022,3064,0.9007398457322272,9.305650551780507
754,3071,Falling into darkness,0.399297,0.167066,0.168539,0.104754,0.086083,0.069806,0.004456,0.590676,0.382454,0.529206,0.587701,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.55,8684,4278,7842,629,407,6365,188,7205,2274,3870,9010,1077,5917,1931,708 days ago,Falling into darkness,7250,08/05/2021,3071,0.8785204439561232,8.88875674784872
755,3073,"Come on, come on",0.368375,0.171632,0.174653,0.108863,0.091969,0.07034,0.014168,0.548783,0.406406,0.597887,0.643411,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.57,3755,6809,9009,1429,1664,6682,7083,5867,2727,6187,9552,3458,2877,1953,357 days ago,"Come on, come on",10288,07/22/2022,3073,0.9038528542211032,9.2387334464774
756,3075,See the forest in the eyes,0.382417,0.158613,0.159521,0.114071,0.097129,0.076313,0.011937,0.529759,0.536962,0.655247,0.286789,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.97,6154,1227,5181,3047,4406,9396,4760,5189,6503,7882,750,8063,8142,7762,699 days ago,See the forest in the eyes,15768,08/14/2021,3075,0.8958039899704962,9.665737848832556
757,3076,High on the crappie,0.383227,0.165104,0.167268,0.103467,0.095201,0.072196,0.013537,0.724943,0.564827,0.722015,0.595963,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.71,6299,3292,7521,445,3275,7804,6467,9535,7294,9133,9117,3458,4761,9121,692 days ago,High on the crappie,27743,08/21/2021,3076,0.8963486108695715,10.230738835101377
758,3077,Go to his place,0.376407,0.157435,0.171645,0.112114,0.095787,0.074483,0.012129,0.509606,0.47865,0.575871,0.39445,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96,5133,1036,8512,2362,3626,8832,4967,4421,4636,5439,3581,3458,2291,5053,524 days ago,Go to his place,15050,02/05/2022,3077,0.8942023722747147,9.619133270177022
759,3078,A vast tail of debt,0.395433,0.153063,0.162403,0.104437,0.095043,0.07954,0.010082,0.475767,0.413909,0.536307,0.440265,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.03,8190,582,6110,581,3186,9863,3069,3254,2888,4121,5211,6140,4761,371,306 days ago,A vast tail of debt,9500,09/11/2022,3078,0.8458478226551988,9.159047077588632
760,3079,What's next?,0.406154,0.15284,0.145211,0.104315,0.097924,0.074836,0.018718,0.424277,0.196515,0.583577,0.506445,3,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.02,9309,570,1056,559,4873,8949,9577,1792,372,5715,7410,1077,977,2762,698 days ago,What's next?,29999,08/15/2021,3079,0.8647085293812917,10.308919326755392
761,3080,Lose your leisure,0.352265,0.173468,0.182436,0.109859,0.097828,0.075622,0.008522,0.530747,0.743827,0.717213,0.495869,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.06,1509,7626,9701,1689,4825,9208,2070,5228,9777,9078,7092,1077,3491,9432,365 days ago,Lose your leisure,9700,07/14/2022,3080,0.904835529394068,9.179881164491475
762,3085,Or thumps of grass,0.351917,0.177439,0.176345,0.112991,0.101823,0.074674,0.004811,0.537649,0.56501,0.556105,0.524254,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45,1477,9041,9226,2646,6915,8899,322,5465,7301,4812,7872,3458,4129,3744,698 days ago,Or thumps of grass,29202,08/15/2021,3085,0.9153358836384506,10.28199247906151
