,number,title_x,whites,reds,blues,greens,yellows,magentas,blacks,overlaps,density,texture,drips,words,characters,loneliness,hiding,peace_and_harmony,knowledge_and_empathy,secrets,friendship,dreams,pride,art,crypto,questions,money,drink,profanity,weight,rank_whites,rank_reds,rank_blues,rank_greens,rank_yellows,rank_magentas,rank_blacks,rank_overlaps,rank_density,rank_texture,rank_drips,rank_words,rank_characters,rank_weight,days_since_0714,title_y,usd,date,image,correlation,log_usd
2289,8792,Down with abuse,0.362848,0.168561,0.161534,0.128854,0.108452,0.059633,0.010119,0.617881,0.42085,0.635156,0.442924,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.54,2817,5127,5856,8094,8871,1240,3094,7919,3044,7359,5288,1077,2291,8905,697 days ago,Down with abuse,32869,08/16/2021,8792,0.9098579554631806,10.400285243317475
2290,8793,You’re afraid,0.365176,0.175405,0.164508,0.126752,0.098701,0.05801,0.011448,0.572183,0.272894,0.602893,0.507533,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.12,3201,8397,6777,7527,5307,890,4260,6637,938,6358,7438,1077,1339,8135,391 days ago,You’re afraid,8321,06/18/2022,8793,0.9283862721556544,9.02653771890043
2291,8795,No one knows what we found,0.36417,0.172245,0.156948,0.129917,0.107695,0.059463,0.009561,0.423895,0.218655,0.585203,0.50866,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.47,3040,7106,4253,8360,8763,1190,2681,1783,531,5770,7468,8063,8142,8793,550 days ago,No one knows what we found,16897,01/10/2022,8795,0.9345751194035484,9.73489137036065
2292,8796,Rising from the dead,0.366389,0.177728,0.158088,0.125737,0.105244,0.056995,0.00982,0.653142,0.363397,0.625512,0.380916,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.12,3404,9124,4679,7245,8193,734,2880,8625,1973,7076,3104,3458,5346,8135,699 days ago,Rising from the dead,15823,08/14/2021,8796,0.937802770597587,9.669219856718984
2293,8804,My bones fit inside them,0.412298,0.158154,0.147893,0.115703,0.088774,0.060116,0.017063,0.415935,0.193404,0.345828,0.316467,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17,9633,1159,1591,3628,778,1385,9102,1628,350,447,1298,6140,7433,87,356 days ago,My bones fit inside them,9511,07/23/2022,8804,0.9179853957628212,9.160204302482386
2294,8814,Return home,0.378608,0.167224,0.156511,0.125723,0.10234,0.058937,0.010657,0.492598,0.299146,0.602653,0.455609,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.69,5521,4360,4115,7242,7135,1080,3533,3836,1204,6350,5763,167,687,4359,713 days ago,Return home,9123,07/31/2021,8814,0.9210955814991086,9.118553976345474
2295,8816,Run out and hide,0.380744,0.167176,0.152382,0.124194,0.107152,0.056432,0.01192,0.654824,0.299482,0.568147,0.45178,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.64,5874,4334,2769,6763,8646,651,4739,8656,1209,5184,5630,3458,2877,4221,702 days ago,Run out and hide,8816,08/11/2021,8816,0.9155800929480544,9.084323531392696
2296,8817,Bound to nowhere,0.415753,0.155493,0.153256,0.109704,0.091118,0.062268,0.012409,0.410634,0.207772,0.332472,0.304006,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.75,9743,802,3045,1642,1367,2071,5290,1506,456,383,1047,1077,2877,234,714 days ago,Bound to nowhere,6500,07/30/2021,8817,0.8980315779316663,8.779557455883728
2297,8821,What we had stood for,0.361111,0.159606,0.166385,0.122667,0.120345,0.061807,0.008079,0.641414,0.603706,0.596788,0.296977,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,2551,1424,7301,6241,9649,1884,1815,8422,8238,6142,928,6140,5917,8182,699 days ago,What we had stood for,13898,08/14/2021,8821,0.9247132142756538,9.539500223874272
2298,8826,Gave me grief,0.391959,0.161068,0.160042,0.117818,0.099749,0.058625,0.010739,0.669133,0.280008,0.630461,0.470751,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.16,7685,1763,5369,4420,5901,1010,3605,8889,1017,7214,6295,1077,1339,8230,676 days ago,Gave me grief,42221,09/06/2021,8826,0.9112078177101692,10.650673006578945
2299,8837,Sail me back home,0.368563,0.17045,0.159733,0.118311,0.10371,0.068792,0.010442,0.417598,0.440134,0.537535,0.434887,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.96,3784,6191,5266,4632,7700,5726,3362,1658,3535,4162,5013,3458,3491,7736,491 days ago,Sail me back home,9352,03/10/2022,8837,0.9091387687511522,9.143345503151904
2300,8839,Till you shake,0.394411,0.159491,0.15358,0.126022,0.096147,0.059786,0.010564,0.506007,0.313156,0.5231,0.402743,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86,8048,1391,3153,7327,3820,1291,3450,4280,1361,3664,3888,1077,1761,7522,704 days ago,Till you shake,8715,08/09/2021,8839,0.9241737137072136,9.07280095795412
2301,8840,All men seem to love,0.405855,0.162798,0.153137,0.118131,0.080223,0.065788,0.014068,0.526349,0.439942,0.567453,0.430401,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.73,9285,2292,3000,4552,59,3852,7003,5054,3523,5153,4849,6140,5346,931,689 days ago,All men seem to love,30029,08/24/2021,8840,0.896863484441794,10.309918860389617
2302,8841,Flying to the countryside,0.35238,0.182647,0.137889,0.131083,0.110337,0.07708,0.008585,0.811841,0.643391,0.923736,0.608654,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.18,1520,9808,234,8620,9060,9555,2109,9889,8899,9990,9273,3458,7791,9828,367 days ago,Flying to the countryside,9880,07/12/2022,8841,0.9092523797103972,9.198267790741914
2303,8842,Peace and a ride away,0.390675,0.166069,0.15499,0.121181,0.09771,0.059851,0.009525,0.644741,0.075087,0.576371,0.55086,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.16,7514,3770,3603,5707,4757,1311,2652,8483,25,5454,8438,6140,5917,5654,382 days ago,Peace and a ride away,7904,06/27/2022,8842,0.9245921437364484,8.975124239427704
2304,8843,It’s crazy how bad it gets,0.387266,0.166072,0.153382,0.124711,0.092877,0.06341,0.012282,0.515435,0.199208,0.497481,0.467106,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38,6994,3775,3091,6915,2011,2529,5141,4661,398,2870,6158,9152,8142,6292,647 days ago,It’s crazy how bad it gets,35237,10/05/2021,8843,0.9274185044161324,10.469851945892822
2305,8850,And please mind your touch,0.394858,0.160633,0.155998,0.123901,0.09892,0.054122,0.011569,0.733277,0.277263,0.659232,0.525347,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,8109,1661,3932,6676,5446,420,4369,9589,980,7990,7907,6140,8142,7796,704 days ago,And please mind your touch,9369,08/09/2021,8850,0.8937782955266405,9.145161645951188
2306,8852,No matter how afraid I get,0.38584,0.180294,0.136059,0.12132,0.112192,0.061124,0.00317,0.809246,0.439935,0.767838,0.406327,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.19,6755,9563,157,5759,9166,1667,19,9887,3522,9595,4001,8063,8142,9502,651 days ago,No matter how afraid I get,36000,10/01/2021,8852,0.9243768099801762,10.491274217438248
2307,8853,She wants you to pick up your pieces,0.372797,0.186107,0.137254,0.11737,0.115655,0.066766,0.00405,0.85582,0.446179,0.68342,0.449331,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.93,4500,9949,202,4254,9357,4459,108,9945,3696,8513,5530,9674,9797,9332,460 days ago,She wants you to pick up your pieces,11825,04/10/2022,8853,0.9303943778391218,9.377971213360134
2308,8854,Up in hell,0.390567,0.180167,0.129743,0.119684,0.112465,0.063378,0.003994,0.662419,0.285433,0.588969,0.460461,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.36,7499,9547,54,5154,9180,2515,101,8780,1077,5874,5925,1077,459,8599,698 days ago,Up in hell,18888,08/15/2021,8854,0.9309406150433936,9.846282078765348
2309,8859,I'm afraid of this world,0.396606,0.165387,0.160017,0.119422,0.077983,0.066712,0.013874,0.62164,0.356034,0.457116,0.359581,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,8342,3424,5363,5056,11,4422,6831,8009,1868,1841,2440,8063,7433,447,699 days ago,I'm afraid of this world,10999,08/14/2021,8859,0.900506803170539,9.305559638557117
2310,8862,Screenshot my face,0.401965,0.16605,0.155493,0.11486,0.081137,0.06697,0.013526,0.618789,0.363383,0.467355,0.342786,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.47,8935,3762,3768,3324,100,4581,6458,7939,1972,2061,1966,1077,4129,697,437 days ago,Screenshot my face,9063,05/03/2022,8862,0.8981946836644183,9.111955470054781
2311,8863,Hoping to cross the stars,0.391528,0.160673,0.156813,0.116622,0.0949,0.06829,0.011173,0.489844,0.26587,0.504538,0.474135,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.59,7610,1670,4208,3969,3116,5409,4006,3732,871,3090,6419,6140,7791,6890,702 days ago,Hoping to cross the stars,9999,08/11/2021,8863,0.9223198232863756,9.21024036697585
2312,8865,Changes to your voice,0.412185,0.156513,0.153292,0.110245,0.090388,0.06074,0.016638,0.402432,0.20628,0.32292,0.350304,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.76,9624,922,3058,1796,1128,1551,8912,1366,443,325,2168,3458,5917,242,711 days ago,Changes to your voice,8350,08/02/2021,8865,0.914712609189298,9.030016817844901
2313,8867,Then I knew,0.419087,0.171415,0.124741,0.110273,0.109867,0.06129,0.003326,0.510986,0.21777,0.455375,0.396075,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,9804,6685,21,1800,9025,1716,31,4481,522,1812,3641,1077,687,2514,702 days ago,Then I knew,8998,08/11/2021,8867,0.910769760374827,9.104757609401117
2314,8870,The fountain and one-starlight,0.404964,0.163,0.154012,0.112041,0.099905,0.057109,0.008969,0.600611,0.33212,0.566056,0.519658,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.56,9220,2372,3292,2339,5991,742,2325,7477,1565,5106,7757,3458,9109,6807,522 days ago,The fountain and one-starlight,12125,02/07/2022,8870,0.8980737096408067,9.403024715805683
2315,8880,You were prepared,0.395922,0.162219,0.153385,0.115913,0.104263,0.058895,0.009405,0.656028,0.28434,0.602951,0.452569,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.11,8256,2086,3092,3706,7883,1067,2580,8678,1066,6362,5664,1077,3491,5494,714 days ago,You were prepared,8665,07/30/2021,8880,0.8840168599172974,9.067047202149707
2316,8890,New music’s whistling,0.413841,0.156538,0.146912,0.113165,0.090183,0.063655,0.015707,0.43159,0.181851,0.354557,0.371094,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.89,9689,925,1359,2712,1077,2648,8370,1979,289,501,2788,3458,5917,47,693 days ago,New music’s whistling,27329,08/20/2021,8890,0.9089585028905204,10.215703688424663
2317,8891,Man's way,0.402239,0.165807,0.143507,0.122456,0.096779,0.059833,0.009379,0.636688,0.229336,0.516313,0.365014,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.16,8957,3637,782,6158,4189,1303,2563,8319,605,3453,2610,1077,278,3070,699 days ago,Man's way,13858,08/14/2021,8891,0.9126848653068088,9.536617962187327
2318,8899,The fucking highway's longer,0.414748,0.158825,0.14808,0.114012,0.085692,0.060722,0.017922,0.270281,0.143949,0.260676,0.369042,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.58,9713,1262,1639,3028,375,1545,9394,123,148,159,2727,6140,8709,24,406 days ago,The fucking highway's longer,12000,06/03/2022,8899,0.8718323315154828,9.392661928770137
2319,8900,And they broke it down,0.386769,0.166612,0.153819,0.1267,0.097003,0.058352,0.010746,0.61316,0.22669,0.532144,0.498114,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.69,6910,4049,3237,7511,4314,956,3614,7826,587,3971,7160,6140,6464,4359,705 days ago,And they broke it down,8335,08/08/2021,8900,0.9168846470278524,9.028218795184895
2320,8903,My own voices,0.380071,0.161779,0.15612,0.13109,0.098557,0.05937,0.013013,0.481174,0.255511,0.454426,0.383167,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,5763,1944,3989,8621,5219,1171,5924,3442,802,1793,3172,1077,1339,2811,352 days ago,My own voices,7750,07/27/2022,8903,0.9163010150271208,8.955448122347393
2321,8904,Today you can ride the dark forces,0.443809,0.16276,0.126855,0.09906,0.106295,0.058834,0.002388,0.713559,0.346787,0.563657,0.408459,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.38,9974,2272,30,107,8465,1056,1,9444,1739,5032,4092,9152,9642,6292,681 days ago,Today you can ride the dark forces,61951,09/01/2021,8904,0.8657274053505923,11.034099028977048
2322,8916,What are you doing today?,0.391786,0.16013,0.16013,0.122086,0.093443,0.062967,0.009456,0.543887,0.292052,0.505235,0.408793,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.58,7659,1545,5387,6036,2303,2337,2605,5688,1137,3111,4106,6140,7791,1973,439 days ago,What are you doing today?,8997,05/01/2022,8916,0.896785172281978,9.104646467417119
2323,8920,Great Light,0.366788,0.167789,0.158717,0.134077,0.099628,0.062475,0.010526,0.581932,0.331843,0.50015,0.416098,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.91,3480,4664,4895,9169,5839,2139,3425,6954,1562,2949,4349,167,687,4932,161 days ago,Great Light,5238,02/03/2023,8920,0.9226206420564022,8.563695025067657
2324,8922,That made me bleed,0.371599,0.164612,0.15854,0.127441,0.101122,0.064376,0.01231,0.454609,0.285566,0.558543,0.556372,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,4302,3061,4822,7719,6598,3018,5176,2617,1081,4884,8542,3458,4129,4647,705 days ago,That made me bleed,8208,08/08/2021,8922,0.9253319141857668,9.012864567410551
2325,8923,Only feeling in the bag,0.357682,0.169818,0.168011,0.121296,0.103394,0.067263,0.012536,0.575436,0.475981,0.621257,0.393132,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,2069,5846,7715,5755,7564,4780,5423,6739,4561,6940,3534,6140,6953,7243,573 days ago,Only feeling in the bag,13000,12/18/2021,8923,0.909819980050644,9.472704636443673
2326,8931,That he would die,0.419588,0.157945,0.146058,0.110914,0.089078,0.061188,0.015228,0.449753,0.223452,0.234361,0.253533,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.89,9813,1129,1184,1979,836,1689,8031,2467,570,106,329,3458,3491,308,184 days ago,That he would die,5208,01/11/2023,8931,0.9014535499035518,8.557951183888406
2327,8943,If we were angels,0.374318,0.155544,0.160764,0.116147,0.122344,0.063671,0.007212,0.486494,0.443542,0.601077,0.383585,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,4758,809,5590,3803,9789,2657,1389,3614,3625,6295,3182,3458,3491,8730,476 days ago,If we were angels,12403,03/25/2022,8943,0.9328176704989808,9.42569365781533
2328,8945,And in my memory,0.387689,0.167208,0.156602,0.118116,0.100563,0.057934,0.011888,0.612063,0.340034,0.623317,0.504279,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.74,7080,4349,4142,4543,6339,880,4707,7793,1654,7015,7342,3458,2877,7220,88 days ago,And in my memory,4455,04/17/2023,8945,0.9257642115161514,8.40178233990491
2329,8949,My heart I know,0.384295,0.168297,0.153669,0.123684,0.103893,0.054116,0.012047,0.706437,0.266085,0.647883,0.510289,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,6512,4973,3179,6596,7750,419,4878,9377,874,7696,7514,3458,2291,4517,544 days ago,My heart I know,17997,01/16/2022,8949,0.9208382619851684,9.797960356321203
2330,8955,He won't be soon,0.372792,0.165997,0.15877,0.12789,0.101397,0.062203,0.010951,0.628957,0.415156,0.580668,0.367698,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.28,4497,3736,4917,7831,6727,2040,3793,8172,2910,5604,2689,6140,2877,3330,714 days ago,He won't be soon,8419,07/30/2021,8955,0.9244642613431356,9.038246335337664
2331,8957,It’s not wrong,0.378775,0.161314,0.159448,0.127126,0.09968,0.064348,0.009309,0.546499,0.376617,0.555385,0.450632,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.71,5549,1828,5146,7637,5869,2994,2522,5790,2191,4781,5588,3458,1761,4413,697 days ago,It’s not wrong,30939,08/16/2021,8957,0.9101407232364948,10.339772802984179
2332,8965,Two footprints,0.37776,0.164575,0.161652,0.12157,0.103623,0.060859,0.00996,0.526204,0.368989,0.536812,0.35631,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.21,5369,3047,5890,5838,7655,1586,2984,5051,2067,4140,2345,167,1761,8326,707 days ago,Two footprints,8469,08/06/2021,8965,0.9220412610199537,9.0441677169216
2333,8966,She had no proof,0.373828,0.163584,0.164987,0.123237,0.102805,0.062274,0.009284,0.625084,0.348647,0.631498,0.506047,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.44,4660,2592,6914,6442,7318,2072,2504,8090,1767,7251,7398,3458,2877,8746,420 days ago,She had no proof,9067,05/20/2022,8966,0.9125846122334382,9.112396727646056
2334,8967,Sweet old straight,0.403383,0.154689,0.153105,0.118218,0.110619,0.054744,0.005242,0.682058,0.455058,0.672493,0.501211,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,9074,723,2987,4587,9083,479,515,9062,3938,8290,7240,1077,4129,4517,91 days ago,Sweet old straight,5780,04/14/2023,8967,0.9259589715020392,8.662158961666423
2335,8968,Just for a name,0.361747,0.169256,0.154979,0.132116,0.107547,0.063026,0.01133,0.547493,0.198629,0.534793,0.445061,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,2656,5506,3601,8827,8726,2367,4147,5826,389,4057,5367,3458,2291,7631,546 days ago,Just for a name,18872,01/14/2022,8968,0.914566208696038,9.845434621087511
2336,8975,To fight the dragon,0.363581,0.165411,0.161854,0.12882,0.107225,0.063888,0.009221,0.612214,0.350987,0.586132,0.321225,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.21,2956,3434,5945,8088,8666,2745,2468,7797,1802,5790,1413,3458,4761,5799,353 days ago,To fight the dragon,8050,07/26/2022,8975,0.9080876641199526,8.99342737041261
2337,8977,Just teach me,0.386218,0.159503,0.15729,0.123546,0.100644,0.063746,0.009054,0.478539,0.300095,0.493908,0.450454,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,6816,1396,4369,6550,6377,2686,2371,3350,1212,2769,5579,1077,1339,7243,392 days ago,Just teach me,7794,06/17/2022,8977,0.9029082775776792,8.961109485898655
2338,8978,We can. Like putting my mind on it,0.447462,0.145629,0.140023,0.10706,0.104275,0.048488,0.007062,0.702075,0.463226,0.583325,0.428121,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.57,9982,283,381,1027,7886,115,1332,9329,4175,5703,4772,9674,9642,1953,526 days ago,We can. Like putting my mind on it,12662,02/03/2022,8978,0.8784716402674924,9.446360661104071
2339,8980,Bullying,0.389295,0.161999,0.149678,0.127029,0.099846,0.063195,0.008957,0.383001,0.350702,0.46195,0.468629,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,7333,2020,2018,7600,5952,2435,2313,1032,1795,1946,6208,1,163,4903,408 days ago,Bullying,14000,06/01/2022,8980,0.891195035923454,9.546812608597396
2340,8986,Spooky horse,0.367574,0.159214,0.162944,0.121257,0.120814,0.061053,0.007145,0.606731,0.664136,0.604011,0.318683,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.41,3604,1340,6281,5739,9686,1641,1363,7634,9178,6395,1352,167,977,8697,691 days ago,Spooky horse,28814,08/22/2021,8986,0.9290558728028298,10.268616659121419
2341,8988,You can feel so alive,0.370365,0.164827,0.158529,0.131172,0.103778,0.059381,0.011947,0.602592,0.390871,0.586506,0.318372,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.94,4095,3161,4819,8640,7715,1173,4774,7536,2430,5803,1343,6140,5917,7694,710 days ago,You can feel so alive,9364,08/03/2021,8988,0.9176561743305176,9.144627828610801
2342,8989,Drawing electric,0.393426,0.157715,0.151208,0.124418,0.101986,0.060272,0.010975,0.528744,0.182413,0.574242,0.479638,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,7904,1085,2445,6825,6993,1422,3816,5152,292,5383,6589,167,2877,3421,518 days ago,Drawing electric,12856,02/11/2022,8989,0.9054609654939894,9.461565907417349
2343,8995,She doesn’t love you,0.384915,0.166488,0.156956,0.123253,0.098271,0.060142,0.009975,0.687049,0.292121,0.617639,0.481147,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.77,6614,3993,4257,6451,5071,1389,2989,9138,1140,6837,6632,6140,5346,4569,501 days ago,She doesn’t love you,10937,02/28/2022,8995,0.9145935488198385,9.299906815335225
2344,9003,Two little sad horses,0.389876,0.13326,0.151655,0.128565,0.118624,0.063952,0.014067,0.481767,0.340058,0.561809,0.253524,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.78,7394,63,2581,8024,9549,2781,7002,3469,1655,4980,328,3458,5917,4589,714 days ago,Two little sad horses,6799,07/30/2021,9003,0.8705805366166094,8.82453082152646
2345,9004,What’s going to happen now?,0.368473,0.166753,0.153374,0.129026,0.102565,0.06782,0.011989,0.354028,0.323274,0.515952,0.478551,6,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.64,3770,4116,3084,8142,7220,5135,4815,623,1474,3440,6558,8063,8434,7002,372 days ago,What’s going to happen now?,10429,07/07/2022,9004,0.9121853646524788,9.252345666121213
2346,9005,Hey let's make it stop,0.394115,0.137963,0.145053,0.126525,0.117883,0.064011,0.014451,0.634381,0.354383,0.559149,0.213669,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.44,8002,178,1028,7467,9496,2811,7378,8273,1841,4900,107,8063,6464,6472,711 days ago,Hey let's make it stop,9735,08/02/2021,9005,0.8114258343988361,9.1834829178063
2347,9006,Voices to entertain,0.377626,0.136808,0.153524,0.131114,0.121819,0.062101,0.017008,0.653194,0.132381,0.595809,0.251453,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38,5351,147,3132,8624,9762,2007,9078,8626,120,6110,312,1077,4761,3565,702 days ago,Voices to entertain,9006,08/11/2021,9006,0.8607103776687262,9.105646300861517
2348,9007,She’s taking a fair share,0.377574,0.137634,0.143309,0.139871,0.116659,0.066197,0.018755,0.635536,0.225396,0.608158,0.291231,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.32,5345,163,742,9766,9416,4094,9588,8291,579,6537,819,8063,7791,6127,360 days ago,She’s taking a fair share,5842,07/19/2022,9007,0.9031897847293978,8.672828482947686
2349,9009,Born strong,0.372502,0.138864,0.148133,0.139523,0.119594,0.063213,0.018171,0.537494,0.18573,0.589818,0.386671,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.65,4450,191,1653,9746,9602,2443,9471,5459,316,5892,3285,167,687,4250,699 days ago,Born strong,16547,08/14/2021,9009,0.912829072850591,9.713960095491844
2350,9011,First time over long ago,0.386397,0.138981,0.140556,0.136214,0.118862,0.063911,0.01508,0.604432,0.289957,0.542717,0.230696,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,6848,197,436,9469,9561,2757,7914,7578,1121,4335,172,6140,7433,2564,693 days ago,First time over long ago,24284,08/20/2021,9011,0.8936725523285444,10.097572976250325
2351,9014,We’re doing it right,0.385288,0.134854,0.146062,0.13469,0.115981,0.067354,0.015771,0.560305,0.194876,0.578991,0.282928,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63,6674,102,1185,9260,9376,4830,8408,6247,357,5553,689,6140,5346,4196,95 days ago,We’re doing it right,4761,04/10/2023,9014,0.8656868940255948,8.46821300919452
2352,9015,Still in love,0.371057,0.141241,0.143123,0.140382,0.118983,0.066372,0.018841,0.579164,0.235002,0.534943,0.275458,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.65,4227,225,718,9793,9568,4223,9598,6869,640,4060,565,1077,1339,4250,713 days ago,Still in love,8250,07/31/2021,9015,0.9131520619417024,9.017968479328726
2353,9016,Time burns like water,0.383162,0.139452,0.155544,0.126316,0.11658,0.063943,0.015002,0.637135,0.369292,0.632113,0.218385,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91,6291,202,3793,7404,9412,2775,7844,8328,2072,7277,119,3458,5917,7631,538 days ago,Time burns like water,12416,01/22/2022,9016,0.8842077195834083,9.426741242423
2354,9018,Here we are laugh,0.382575,0.139485,0.148766,0.126806,0.117836,0.066701,0.017831,0.584713,0.273712,0.577547,0.241707,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96,6179,204,1785,7543,9493,4412,9365,7033,949,5492,239,3458,3491,5053,689 days ago,Here we are laugh,29800,08/24/2021,9018,0.9084873013815672,10.302263672493496
2355,9030,Poets sing songs of death,0.376494,0.141337,0.147615,0.128413,0.13261,0.058821,0.01471,0.685728,0.644228,0.742873,0.210566,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.81,5150,227,1516,7971,9991,1052,7616,9120,8913,9391,97,6140,7791,9752,699 days ago,Poets sing songs of death,12000,08/14/2021,9030,0.9200394715802628,9.392661928770137
2356,9031,A place without anything but books,0.38678,0.136011,0.147789,0.12935,0.117554,0.066027,0.016488,0.467005,0.205081,0.54401,0.28203,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.79,6912,129,1561,8223,9470,3992,8835,2993,436,4389,675,8063,9642,2305,530 days ago,A place without anything but books,14300,01/30/2022,9031,0.8897196328401132,9.568014816247999
2357,9032,I hope you stay right next door,0.386255,0.137836,0.146896,0.130903,0.116814,0.065618,0.015679,0.580661,0.305206,0.521619,0.244222,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.77,6823,175,1356,8587,9426,3748,8345,6915,1267,3613,254,9152,9267,4569,704 days ago,I hope you stay right next door,9811,08/09/2021,9032,0.9168799247583836,9.19125948416339
2358,9036,Inspiring all your life,0.377642,0.138726,0.149087,0.135127,0.117986,0.064655,0.016777,0.572623,0.31062,0.650415,0.291171,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.82,5353,188,1857,9326,9504,3187,8972,6651,1331,7752,816,3458,6953,7426,706 days ago,Inspiring all your life,8097,08/07/2021,9036,0.8949962293629882,8.999248901686114
2359,9041,Playing and singing in the evening,0.419698,0.126892,0.144235,0.114363,0.107694,0.067277,0.019841,0.396788,0.093077,0.354796,0.17245,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,9817,13,890,3140,8762,4789,9757,1266,40,503,26,8063,9642,59,699 days ago,Playing and singing in the evening,11450,08/14/2021,9041,0.8609084019664635,9.345745008982385
2360,9042,We gave everything away,0.374798,0.138799,0.150779,0.13257,0.12364,0.064236,0.015177,0.611042,0.324008,0.689002,0.328674,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31,4843,189,2327,8924,9860,2936,7994,7755,1479,8620,1601,3458,6953,6106,711 days ago,We gave everything away,8000,08/02/2021,9042,0.8983890695089954,8.987196820661973
